1029, -1486.2393000000002, -501.83171, -0.038799999999994395
1025, -1498.29363, -502.45899000000003, -0.4106299999999971
1275, -1478.78919, -504.73705, 249.00002
1016, -1495.14471, -501.22975, 10.282159999999985
1426, -1914.51023, -501.47388, 0.08038999999988139
1014, -1498.82634, -502.39191, -0.4197200000000033
1024, -1499.08315, -502.93492, 1.8043300000000406
1012, -1496.77969, -500.35303, 8.00042000000002
985, -1500.0, -501.93466, -0.4960800000000033
1011, -1500.0, -504.48944, -0.4949799999999961
1010, -1494.35093, -501.01672, 13.202490000000008
974, -1500.0, -509.48889, -0.49962999999998203
979, -1499.82636, -500.90293, 4.773239999999945
978, -1500.0, -500.48689, -0.49953000000002135
975, -1497.7541300000003, -500.78962, -0.4227000000000014
982, -1496.2643699999999, -500.56038, 11.310970000000049
995, -1500.0, -500.98929, -0.41923000000000155
979, -1500.0, -511.49062, -0.49951999999997554
976, -1483.1319, -500.39245, 1.0443200000000186
1233, -1488.65599, -500.56207, 248.99985999999998
986, -1500.0000000000002, -500.4886, -0.4996500000000026
965, -1489.30593, -507.69387, 5.673280000000018
974, -1500.0, -500.32133, -0.4996500000000026
978, -1498.52587, -500.48844, 4.893329999999985
979, -1482.3477599999999, -500.4855, 8.711480000000007
1385, -1898.99802, -501.42771, 8.067170000000008
996, -1500.0, -505.93117, -0.41921999999997805
986, -1499.91587, -500.416, -0.4195099999999982
982, -1488.53876, -500.33424, 12.889320000000017
1040, -1508.3255399999998, -509.92968, 32.53527000000002
1024, -1500.0, -505.93117, -0.4999899999999968
1016, -1488.5127, -501.59667, 8.078170000000057
1002, -1473.9497900000001, -500.79848, 5.90654999999999
990, -1500.0, -512.98692, -0.4995800000000372
1497, -1466.06564, -500.35736, 249.50008
1237, -1499.8238099999999, -500.43209, 249.50001
977, -1475.9609, -501.47369, 1.6978100000000373
1349, -1856.71441, -501.48548, 0.19356000000009255
995, -1499.40925, -501.97728, -0.4897300000000146
979, -1499.7504, -500.32236, 1.677909999999974
974, -1485.07242, -501.32294, 1.897540000000003
1247, -1482.8073900000002, -500.24899, 249.50001
984, -1500.0, -500.98594, 2.406970000000003
1205, -1480.03107, -500.31189, 249.00001000000003
1202, -1485.15241, -501.14418, 249.50001
1198, -1464.67585, -500.68271, 248.99997000000008
1197, -1479.3419900000001, -500.94457, 249.00001000000003
1500, -1247.04572, -15.00591999999995, 248.99994000000007
960, -1499.2826599999999, -500.91448, 0.39896000000001886
946, -1499.80844, -500.4287, -0.41870999999997804
1201, -1479.4538000000002, -503.3753, 248.99978000000004
1185, -1483.61092, -500.62157, 249.50006000000002
991, -1503.0006400000002, -513.37627, -0.4179999999999968
1005, -1472.8089499999999, -500.14474, 14.306839999999937
955, -1484.82554, -500.75879, 12.838750000000063
956, -1500.0, -501.40821, -0.05444999999998146
1180, -1484.7280299999998, -503.99707, 249.4999
1216, -1481.85529, -501.54667, 249.50001
1208, -1478.86911, -500.9183, 248.00003
961, -1479.9273400000002, -500.56218, 2.435969999999962
1500, -1307.3568500000001, -21.036589999999983, 249.49989000000002
962, -1498.90967, -500.40098, -0.41730999999999685
1500, -972.1858600000002, -14.222000000000016, 248.99990000000008
973, -1486.7007999999998, -510.47636, -0.04182999999999826
984, -1486.3775799999999, -500.61246, 8.986039999999985
987, -1487.5210499999998, -500.75315, 0.29627000000000625
973, -1487.58127, -504.10046, -0.07873999999998138
957, -1488.5193799999997, -500.62172, 0.1591300000000917
1500, -1516.31653, -15.695769999999989, 2.372569999999902
1491, -1465.75832, -500.21056, 248.99979000000002
955, -1473.94468, -501.12097, 2.325239999999984
961, -1481.77268, -500.48525, 25.63746000000002
960, -1490.21198, -500.3226, 0.6948000000000065
960, -1498.9787900000001, -500.49676, -0.4105599999999969
955, -1491.6487200000001, -500.48635, 9.69428000000002
947, -1498.86688, -500.93279, -0.27377999999997804
958, -1491.62236, -500.31703, -0.25493000000000543
950, -1500.0, -500.98811, -0.49962999999998203
963, -1472.6252299999999, -500.79387, 1.6819600000000188
959, -1500.0, -500.48846, 2.290900000000007
1434, -1480.0144499999997, -500.77774, 249.50008000000003
937, -1489.95363, -500.62342, 5.528890000000018
945, -1490.46371, -512.43082, 1.9481799999999119
976, -1491.27144, -500.17699, 6.17473000000002
948, -1500.0, -500.3218, -0.49974000000000185
1288, -1817.31741, -501.04372, -0.3378799999999781
983, -1499.8309, -500.32036, -0.4846400000000267
989, -1479.35834, -508.87506, -0.01937999999997775
960, -1499.46367, -511.95341, -0.4198900000000033
969, -1490.1434, -500.5327, 0.17636999999994596
1500, -1233.52585, -21.011499999999934, 249.49996999999996
987, -1497.94792, -501.94088, -0.3413399999999889
1259, -1477.87383, -500.73608, 248.99986999999996
981, -1467.90354, -504.54218, 20.66515000000002
979, -1497.52508, -500.99824, 0.7426400000000406
965, -1499.35509, -500.99645, -0.05834999999997814
1448, -1475.2254000000003, -509.25911, 249.49996999999996
960, -1495.21822, -505.03225, 15.099040000000066
1427, -1493.07783, -500.50966, 249.50001
1197, -1479.3819899999999, -508.29259, 249.49989000000002
960, -1483.21016, -505.48752, 0.04623999999997519
960, -1484.09652, -505.32397, 21.569189999999956
1459, -1484.5253699999998, -500.70597, 249.49996999999996
1427, -1941.3154399999999, -501.56382, 10.271899999999903
1500, -1236.00033, -20.48163, 249.00003999999998
1227, -1463.3868300000001, -500.64943, 248.99985999999998
1217, -1483.86931, -500.05162, 249.50007
1450, -1444.41652, -500.3926, 248.99993999999992
960, -1490.1050400000001, -502.46514, 8.05992999999992
